Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Description,Website
047874,FTRA,638,Initiation au sous-titrage,3.00,SEM,Seminar,,GRAD,,volet pratique,
047875,FTRA,538,Initiation au sous-titrage,3.00,LEC,Lecture,,GRAD,,volet pratique,
047876,FTRA,438,Initiation au sous?titrage,3.00,LEC,Lecture,Prerequisite: FTRA301 ou FTRA305 et FTRA304 ou FTRA306.  Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,volet pratique,
049254,FTRA,568,"Web, technologies, traduction: théories et critiques",3.00,LEC,Lecture,,GRAD,,Check academic program site,
048511,GCE,511,Starting Your Own Business,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048512,GCE,512,Marketing Your Own Business,3.00,LEC,Lecture,GCE 511 is co-req for GCE 512,GRAD,,Check academic program site,
048513,GCE,513,Growing Your Own Business,3.00,LEC,Lecture,GCE 511 is co-req for GCE 513,GRAD,,Check academic program site,
048514,GCE,514,Entrepreneurship: Venture Creation,3.00,LEC,Lecture,"GCE 511, 512, 513 are co-req for GCE 514",GRAD,,Check academic program site,
048515,GCE,595,Special Topics,3.00,LEC,Lecture,,GRAD,,Check academic program site,
012779,GDBA,501,ACCOUNTING,3.00,LEC,Lecture,,GRAD,GDBA 501 = GDBA 532,Check academic program site,
012779,GDBA,501,ACCOUNTING,3.00,TUT,Tutorial,,GRAD,GDBA 501 = GDBA 532,Check academic program site,
012780,GDBA,502,STATISTICS,3.00,LEC,Lecture,,GRAD,GDBA 502 = GDBA 530,Check academic program site,
012781,GDBA,503,ORGANIZATIONAL BEHAVIOUR,3.00,LEC,Lecture,,GRAD,GDBA 503 = GDBA 533,Check academic program site,
012782,GDBA,504,MARKETING,3.00,LEC,Lecture,,GRAD,GDBA 504 = GDBA 534,Check academic program site,
012783,GDBA,505,FINANCE,3.00,LEC,Lecture,,GRAD,GDBA 505 = GDBA 535,Check academic program site,
012784,GDBA,506,OPERATIONS MANAGEMENT,3.00,LEC,Lecture,,GRAD,GDBA 506 = GDBA 536,Check academic program site,
012785,GDBA,507,MANAGERIAL ECONOMICS,3.00,LEC,Lecture,,GRAD,GDBA 507 = GDBA 537,Check academic program site,
012786,GDBA,508,BUSINESS ETHICS,3.00,LEC,Lecture,"   Course Prerequisite: GDBA503, GDBA504, GDBA505, GDBA501",GRAD,GDBA 508 = GDBA 538,Check academic program site,
046739,GDBA,595,SPECIAL TOPICS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
047182,GDBA,595E,SPECIAL TOPICS - e-Marketing,3.00,LEC,Lecture,,GRAD,,Check academic program site,
047524,GDBA,530,Business Data Analytics,3.00,LEC,Lecture,PREREQ GDBA 530,GRAD,GDBA 502 = GDBA 530,Check academic program site,
047524,GDBA,530,Business Data Analytics,3.00,TUT,Tutorial,PREREQ GDBA 530,GRAD,GDBA 502 = GDBA 530,Check academic program site,
047525,GDBA,531,Professional Business Skills,3.00,LEC,Lecture,,GRAD,,Check academic program site,
047526,GDBA,532,Accounting,3.00,LEC,Lecture,Note: Students who have received credit for GBDA 501 may not take this course for credit.,GRAD,GDBA 501 = GDBA 532,Check academic program site,
047526,GDBA,532,Accounting,3.00,TUT,Tutorial,Note: Students who have received credit for GBDA 501 may not take this course for credit.,GRAD,GDBA 501 = GDBA 532,Check academic program site,
047527,GDBA,533,Managing People in Organizations,3.00,LEC,Lecture,"Prerequistes: GDBA 531 previously or concurrently
Note: Students who have received credit for GBDA 503 may not take this course for credit.",GRAD,GDBA 503 = GDBA 533,Check academic program site,
047530,GDBA,536,Operations Management,3.00,LEC,Lecture,"Prerequisites: GDBA 530  previously or concurrently
Note: Students who have received credit for GBDA 506 may not take this course for credit.",GRAD,GDBA 506 = GDBA 536,Check academic program site,
047531,GDBA,537,Managerial Economics,3.00,LEC,Lecture,"Prerequisites: GDBA 530 previously or concurrently
Note: Students who have received credit for GBDA 507 may not take this course for credit.",GRAD,GDBA 507 = GDBA 537,Check academic program site,
047532,GDBA,538,Strategic Management,3.00,LEC,Lecture,Prerequisites: 12 credits completed including GDBA530 and GDBA531,GRAD,GDBA 508 = GDBA 538,Check academic program site,
047534,GDBA,535,FINANCE,3.00,LEC,Lecture,"Prerequisite: GDBA 532 and GDBA 530
Note: Students who have received credit for GBDA 505 may not take this course for credit.",GRAD,GDBA 505 = GDBA 535,Check academic program site,
047535,GDBA,534,MARKETING MANAGEMENT,3.00,LEC,Lecture,"Prerequisites: GDBA 531 previously or concurrently
Note: Students who have received credit for GBDA 504 may not take this course for credit.",GRAD,GDBA 504 = GDBA 534,Check academic program site,
048986,GDBA,540,ENTREPRENEURSHIP,3.00,LEC,Lecture,Anti-req for GDBA 540: Students who have received credit for GDBA 595 Entrepreneurship may not take this course for credit.,GRAD,,Check academic program site,
048987,GDBA,541,BUSINESS LAW,3.00,LEC,Lecture,Anti-Req for GDBA 541:  Students who have received credit for GDBA 595 Business Law may not take this course for credit.,GRAD,,Check academic program site,
048988,GDBA,590,SPECIAL TOPICS IN ACCOUNTANCY,3.00,LEC,Lecture,PREREQ for GDBA 590 - Special Topics in Accounting is GDBA 532,GRAD,,Check academic program site,
048989,GDBA,591,SPECIAL TOPICS IN FINANCE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048990,GDBA,592,SPECIAL TOPICS IN MANAGEMENT,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048991,GDBA,593,SPECIAL TOPICS IN MARKETING,3.00,LEC,Lecture,,GRAD,,Check academic program site,
048992,GDBA,594,SPECIAL TOPICS IN SUPPLY CHAIN AND BUSINESS TECHNOLOGY MANAGEMENT,3.00,LEC,Lecture,,GRAD,,Check academic program site,
049846,GDBA,543,PROJECT MANAGEMENT,3.00,LEC,Lecture,Prereq for GDBA 543:  3 GDBA credits.   Students who have received credit for GDBA 594 or GDBA 595 Project Management may not take this course for credit.,GRAD,,Check academic program site,
046740,GDES,498,SPEC TOPICS-GRAPHIC DESIGN,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046741,GDES,499,SPEC TOPIC IN GRAPHIC DESIGN,6.00,LEC,Lecture,,UGRD,,Check academic program site,
046742,GDIA,584,SPECIAL TOPICS IN MANAGEMENT,3.00,LEC,Lecture,,GRAD,,Check academic program site,
046743,GDIA,684,SPECIAL TOPICS IN MARKETING,3.00,LEC,Lecture,,GRAD,,Check academic program site,
012880,GEOG,200,WORLD GEOGRAPHY,3.00,LEC,Lecture,,UGRD,,Check academic program site,
012883,GEOG,203,Canadian Environmental Issues,3.00,LEC,Lecture,"Students currently registered in a Human Environment, Environmental Geography, or Environmental Science program may not take this course for credit.",UGRD,,Check academic program site,
012884,GEOG,204,Global Environmental Issues,3.00,LEC,Lecture,"   Never Taken/Not Registered: GEOZ204, SCHA253",UGRD,,Check academic program site,
012886,GEOG,209,GEOGRAPHY/SELECTED REGION,3.00,LEC,Lecture,,UGRD,,Check academic program site,
012890,GEOG,210,Geography of Global Change,3.00,LEC,Lecture,,UGRD,,"This course examines a variety of geographical changes related to globalization. It focuses mainly on the global political system and the global economy, and also considers transport and communications systems, culture, and environmental issues.",
012892,GEOG,220,"The Human Environment: Place, Space, and Identity",3.00,LEC,Lecture,"   Never Taken/Not Registered: GEOZ220; Never Taken: GEOG290, GEOG317, GEOG318, GEOG330, GEOG333, GEOG340",UGRD,,Check academic program site,
012899,GEOG,260,Mapping the Environment,3.00,LAB,Laboratory,   Never Taken: GEOG363,UGRD,,"Practical assignments, Laboratory",
012899,GEOG,260,Mapping the Environment,3.00,LEC,Lecture,   Never Taken: GEOG363,UGRD,,"Practical assignments, Laboratory",
012905,GEOG,272,The Natural Environment: Air and Water,3.00,LEC,Lecture,"   Never Taken: GEOG290, GEOG371, GEOG372, GEOG373, GEOG375, GEOG377, GEOG378",UGRD,,Check academic program site,
012907,GEOG,274,The Natural Environment: Land and Life,3.00,LEC,Lecture,"Students must not have taken, nor be registered for the following courses: GEOG371, GEOG372, GEOG373, GEOG375, GEOG377, GEOG378",UGRD,,Check academic program site,
012910,GEOG,290,Environment and Society,3.00,LEC,Lecture,"Prerequisite: Enrolment in a BA Human Environment or BSc Environmental Geography or
BSc Environmental Science program, or permission of the Department.",UGRD,,Check academic program site,
012910,GEOG,290,Environment and Society,3.00,TUT,Tutorial,"Prerequisite: Enrolment in a BA Human Environment or BSc Environmental Geography or
BSc Environmental Science program, or permission of the Department.",UGRD,,Check academic program site,
012918,GEOG,300,Environment: Historical and Cultural Perspectives,3.00,LEC,Lecture,Prerequisite: GEOG290 or permission of the Department.,UGRD,,Check academic program site,
012926,GEOG,305,POLITICAL ECOLOGY,3.00,LEC,Lecture,Prerequisite: GEOG 290 or permission of the Department.,UGRD,GEOG 305 = GEOG 400,Check academic program site,
012926,GEOG,305,POLITICAL ECOLOGY,3.00,LEC,Lecture,Prerequisite: GEOG 290 or permission of the Department.,UGRD,,Check academic program site,
012932,GEOG,315,Social and Cultural Geographies,3.00,LEC,Lecture,"Prerequisite: GEOG 220, 290.",UGRD,,Check academic program site,
012934,GEOG,318,Shifting Borders of Globalization,3.00,LEC,Lecture,"Prerequisite: GEOG 220, or completion of 30 credits for students enrolled in a Social Science program, or permission of the Department.",UGRD,,Check academic program site,
012935,GEOG,321,A World of Food,3.00,LEC,Lecture,Prerequisite: 24 university credits.,UGRD,,Check academic program site,
012939,GEOG,330,Urban Geography,3.00,LEC,Lecture,Prerequisite: GEOG220 or permission of the Department.,UGRD,,Check academic program site,
012943,GEOG,333,Urban Transportation,3.00,LEC,Lecture,Prerequisite: GEOG220 or URBS230.,UGRD,,Check academic program site,
012946,GEOG,342,The Making of the Irish Landscape,3.00,LEC,Lecture,Prerequisite: Second-year standing or permission of the Department.,UGRD,,Check academic program site,
012950,GEOG,355,Resource Analysis and Management,3.00,LEC,Lecture,Prerequisite: GEOG290 or permission of the Department.,UGRD,,Check academic program site,
012955,GEOG,361,Research Design and Qualitative Methods,3.00,LEC,Lecture,Prerequisite: GEOG260 or permission of the Department.,UGRD,GEOG 360 = GEOG 361,Involvement in fieldwork outside of class time,
012956,GEOG,362,Statistical Methods,3.00,LAB,Laboratory,Prerequisite: GEOG361 or permission of the Department.,UGRD,,Laboratory,
012956,GEOG,362,Statistical Methods,3.00,LEC,Lecture,Prerequisite: GEOG361 or permission of the Department.,UGRD,,Laboratory,
012957,GEOG,363,Geographic Information Systems,3.00,LAB,Laboratory,Prerequisite: GEOG260 or permission of the Department.,UGRD,,"Real-world problem, Laboratory",
012957,GEOG,363,Geographic Information Systems,3.00,LEC,Lecture,Prerequisite: GEOG260 or permission of the Department.,UGRD,,"Real-world problem, Laboratory",
012957,GEOG,363,Geographic Information Systems,3.00,TUT,Tutorial,Prerequisite: GEOG260 or permission of the Department.,UGRD,,"Real-world problem, Laboratory",
012960,GEOG,371,Landscape Ecology,3.00,LEC,Lecture,Prerequisite:  GEOG 272 and GEOG274,UGRD,,Laboratory,
012961,GEOG,372,Plant Reproductive Ecology,3.00,LAB,Laboratory,Course prerequisite: GEOG272 and GEOG274 or permission of the department,UGRD,,Check academic program site,
012961,GEOG,372,Plant Reproductive Ecology,3.00,LEC,Lecture,Course prerequisite: GEOG272 and GEOG274 or permission of the department,UGRD,,Check academic program site,
012963,GEOG,374,Plant Ecology,3.00,LAB,Laboratory,Prerequisite: GEOG 272 and GEOG274.,UGRD,,"Laboratory, mandatory one-day field trip",
012963,GEOG,374,Plant Ecology,3.00,LEC,Lecture,Prerequisite: GEOG 272 and GEOG274.,UGRD,,"Laboratory, mandatory one-day field trip",
012964,GEOG,375,Hydrology,3.00,LAB,Laboratory,Prerequisite: GEOG272 and GEOG274; or permission of the Department.,UGRD,,Check academic program site,
012964,GEOG,375,Hydrology,3.00,LEC,Lecture,Prerequisite: GEOG272 and GEOG274; or permission of the Department.,UGRD,,Check academic program site,
012966,GEOG,377,Landform Evolution,3.00,LAB,Laboratory,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,,Laboratory,
012966,GEOG,377,Landform Evolution,3.00,LEC,Lecture,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,,Laboratory,
012966,GEOG,377,Landform Evolution,3.00,TUT,Tutorial,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,,Laboratory,
012967,GEOG,378,The Climate System,3.00,LEC,Lecture,Prerequisite: GEOG272; GEOG274 or GEOL210; or permission of the Department.,UGRD,,Check academic program site,
012971,GEOG,398C,SPECIAL TOPICS IN GEOGRAPHY CRITICAL GEOGRAPHIES,3.00,LEC,Lecture,"   Course Prerequisite: GEOG272, GEOG274",UGRD,,Check academic program site,
012991,GEOG,400,Political Ecology,3.00,SEM,Seminar,Course Prerequisite: GEOG300,UGRD,GEOG 305 = GEOG 400,Check academic program site,
012991,GEOG,400,Political Ecology,3.00,SEM,Seminar,Course Prerequisite: GEOG300,UGRD,,Check academic program site,
012997,GEOG,407,Indigenous Peoples & the Environment,3.00,SEM,Seminar,Prerequisite: GEOG300 or permission of the Department.,UGRD,,Check academic program site,
013002,GEOG,418,Geographies of Postcolonialism,3.00,SEM,Seminar,Prerequisite: GEOG 300 or permission of the Department.,UGRD,,Check academic program site,
013009,GEOG,430,The Social and Cultural Geographies of Montreal,3.00,LEC,Lecture,Prerequisite: GEOG 361 or URBS 360 or 362.,UGRD,,Check academic program site,
013010,GEOG,431,Urban Planning in the Developing World,3.00,SEM,Seminar,Prerequisite: GEOG330 OR URBS380 or permission of the Department.,UGRD,,Check academic program site,
013015,GEOG,440,Geography and Public Policy,3.00,LEC,Lecture,Prerequisite: 33 credits in Geography or permission of the Department.,UGRD,,Check academic program site,
013025,GEOG,458,Environmental Impact Assessment,3.00,SEM,Seminar,Prerequisite: GEOG355 or permission of the Department.,UGRD,,Check academic program site,
013030,GEOG,463,Advanced Geographic Information Systems,3.00,LAB,Laboratory,Prerequisite:  GEOG363 or URBS335; or permission of the Department.,UGRD,,"Hands-on use of ArcGIS software, Laboratory",
013030,GEOG,463,Advanced Geographic Information Systems,3.00,LEC,Lecture,Prerequisite:  GEOG363 or URBS335; or permission of the Department.,UGRD,,"Hands-on use of ArcGIS software, Laboratory",
013031,GEOG,465,Remote Sensing,3.00,LAB,Laboratory,Prerequisite: GEOG363 or URBS335; or permission of the Department.,UGRD,,Laboratory,
013031,GEOG,465,Remote Sensing,3.00,LEC,Lecture,Prerequisite: GEOG363 or URBS335; or permission of the Department.,UGRD,,Laboratory,
013032,GEOG,466,Geomedia and the Geoweb,3.00,LAB,Laboratory,Prerequisite: GEOG363 or URBS335; or permission of the department,UGRD,,Laboratory,
013032,GEOG,466,Geomedia and the Geoweb,3.00,SEM,Seminar,Prerequisite: GEOG363 or URBS335; or permission of the department,UGRD,,Laboratory,
013032,GEOG,466,Geomedia and the Geoweb,3.00,TUT,Tutorial,Prerequisite: GEOG363 or URBS335; or permission of the department,UGRD,,Laboratory,
013033,GEOG,470,Environmental Management,3.00,SEM,Seminar,Prerequisite: GEOG377 or GEOG375; or permission of the Department.,UGRD,,Check academic program site,
013036,GEOG,473,ENVIRONMENT AND HEALTH,3.00,LEC,Lecture,"Prerequisite: 48 credits completed in the Human Environment, Environmental Geography,
or Environmental Science program.",UGRD,,Check academic program site,
013036,GEOG,473,ENVIRONMENT AND HEALTH,3.00,SEM,Seminar,"Prerequisite: 48 credits completed in the Human Environment, Environmental Geography,
or Environmental Science program.",UGRD,,Check academic program site,
013038,GEOG,474,Sustainable Forest Management,3.00,SEM,Seminar,Prerequisite: GEOG374 or permission of the Department.,UGRD,,Mandatory field trip,
013039,GEOG,475,Water Resource Management,3.00,SEM,Seminar,Prerequisite: GEOG355; GEOG375 or GEOG377; or permission of the Department.,UGRD,,Check academic program site,
013040,GEOG,476,Indigenous and Environmental History of Americas since 1492,3.00,SEM,Seminar,"Prerequisite: GEOG 371, 374, 375, 377, 378; or permission of the Department.",UGRD,,Check academic program site,
013042,GEOG,478,"Climate Change: Science, Impacts and Policy",3.00,SEM,Seminar,Prerequisite:  GEOG378 or equivalent; or permission of the Department.,UGRD,,Check academic program site,
013045,GEOG,490,INTERNSHIP IN GEOGRAPHY,3.00,REA,Reading,,UGRD,,Check academic program site,
013046,GEOG,491,(also listed as URBS 491) Honours Essay,6.00,SEM,Seminar, ; Never Taken/Not Registered: URBS491,UGRD,,Check academic program site,
013082,GEOG,610,IMPACT ASSESSMENT,3.00,SEM,Seminar,,GRAD,,Check academic program site,
013083,GEOG,620,ADVANCED TOPICS IN GEOGRAPHY,3.00,LAB,Laboratory,,GRAD,,Check academic program site,
013083,GEOG,620,ADVANCED TOPICS IN GEOGRAPHY,3.00,LEC,Lecture,,GRAD,,Check academic program site,
013092,GEOG,625,DIRECTED STUDIES,3.00,REA,Reading,,GRAD,,Check academic program site,
034741,GEOG,450,Economic Restructuring,3.00,SEM,Seminar,Prerequisite: GEOG318 or URBS380 or permission of the Department.,UGRD,,Check academic program site,
040910,GEOG,452,TOPICS-ECONOMIC GEOGRAPHY,3.00,LEC,Lecture,,UGRD,,Check academic program site,
040911,GEOG,467,Environmental Modelling,3.00,LAB,Laboratory,Prerequisite: GEOG362 or BIOL322; enrolment in the BSc Honours Environmental Science or BA Honours Human Environment: or permission of the Department.,UGRD,,Laboratory,
